Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-ExCA	2050	-0.163816
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-ExCA	2050	-2.4129044
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-ExCA	2050	-0.0764901
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2015	0.00042356
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2015	0.00043418
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2015	-8.47E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2015	4.87E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2015	1.65E-007
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2015	2.92E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2015	5.63E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2015	2.43E-008
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2015	7.21E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2015	0.00000086
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2015	6.83E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2015	2.14E-009
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2015	5.00E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2015	0.00045729
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2015	-1.2518149
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2015	-5.5381838
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2015	-0.0711303
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2015	-2.6942526
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2015	-2.8260576
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2015	-1.6711184
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2015	-0.322408
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2015	-1.3486889
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2015	-0.0909305
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2020	0.00032458
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2020	0.00032927
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2020	-2.37E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2020	3.24E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2020	8.60E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2020	1.40E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2020	2.86E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2020	8.87E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2020	4.22E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2020	6.14E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2020	5.00E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2020	7.53E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2020	2.15E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2020	0.00034883
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2020	-1.5175473
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2020	-4.0892539
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2020	-0.0620128
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2020	-1.5966288
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2020	-2.430832
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2020	-2.1383167
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2020	-0.3081407
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2020	-1.8301581
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2020	-0.0255402
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2025	0.00025027
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2025	0.00025586
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2025	-1.95E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2025	2.47E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2025	6.48E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2025	1.03E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2025	2.23E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2025	6.79E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2025	3.29E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2025	4.70E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2025	3.87E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2025	5.71E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2025	1.57E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2025	0.0002707
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2025	-1.4851113
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2025	-3.1370975
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2025	-0.0498403
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2025	-1.1923612
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2025	-1.8947797
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2025	-2.5422238
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2025	-0.2576534
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2025	-2.2846087
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2025	-0.0210443
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2030	0.00024394
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2030	0.00025533
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2030	-6.41E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2030	2.48E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2030	7.99E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2030	1.04E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2030	2.59E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2030	7.88E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2030	3.15E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2030	4.65E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2030	3.82E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2030	7.53E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2030	1.94E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2030	0.00026555
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2030	-1.4923352
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2030	-3.0908357
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2030	-0.0484362
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2030	-1.2443077
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2030	-1.7981999
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2030	-2.5884481
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2030	-0.2097716
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2030	-2.378679
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2030	-0.0689823
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2035	0.00023656
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2035	0.00024901
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2035	-6.41E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2035	2.41E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2035	7.92E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2035	1.01E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2035	2.51E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2035	7.63E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2035	3.03E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2035	4.54E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2035	3.70E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2035	7.39E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2035	1.85E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2035	0.00025883
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2035	-1.4842463
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2035	-3.0112644
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2035	-0.0472396
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2035	-1.2412857
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2035	-1.7227496
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2035	-2.6179055
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2035	-0.2061244
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2035	-2.4117981
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2035	-0.0689779
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2045	0.00023251
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2045	0.00024574
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2045	-6.41E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2045	2.41E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2045	8.13E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2045	9.99E-008
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2045	2.44E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2045	7.52E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2045	2.90E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2045	4.54E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2045	3.63E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2045	7.46E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2045	1.86E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2045	0.0002555
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2045	-1.4399438
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2045	-2.9930726
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2045	-0.0451543
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2045	-1.3039813
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2045	-1.6439916
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2045	-2.6155452
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2045	-0.2012904
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2045	-2.4142662
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2045	-0.0689919
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC-ExCA	2050	0.00023465
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC-ExCA	2050	0.00024891
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC-ExCA	2050	-7.10E-006
Electricity (Industrial) [kWh]	VOC [tonne]	WECC-ExCA	2050	2.50E-008
Electricity (Industrial) [kWh]	CO [tonne]	WECC-ExCA	2050	8.84E-008
Electricity (Industrial) [kWh]	NOx [tonne]	WECC-ExCA	2050	1.05E-007
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC-ExCA	2050	2.48E-008
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC-ExCA	2050	7.81E-009
Electricity (Industrial) [kWh]	SOx [tonne]	WECC-ExCA	2050	2.83E-007
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC-ExCA	2050	4.67E-007
Electricity (Industrial) [kWh]	N2O [tonne]	WECC-ExCA	2050	3.66E-009
Electricity (Industrial) [kWh]	BC [tonne]	WECC-ExCA	2050	8.04E-010
Electricity (Industrial) [kWh]	POC [tonne]	WECC-ExCA	2050	2.00E-009
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC-ExCA	2050	0.00025842
Electricity (Industrial) [kWh]	Water Total [gal]	WECC-ExCA	2050	-1.4244957
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC-ExCA	2050	-3.0663041
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC-ExCA	2050	-0.0448782
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC-ExCA	2050	-1.4294697
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC-ExCA	2050	-1.5920496
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC-ExCA	2050	-2.5766906
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC-ExCA	2050	-0.163816
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC-ExCA	2050	-2.4129044
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC-ExCA	2050	-0.0764901
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2015	0.0003249
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2015	0.00035354
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2015	-2.39E-005
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2015	5.11E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2015	2.78E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2015	2.94E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2015	5.09E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2015	2.15E-008
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2015	2.28E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2015	8.85E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2015	5.75E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2015	3.08E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2015	7.30E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2015	0.00036313
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2015	-0.6060924
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2015	-5.3201823
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2015	-0.0352976
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2015	-4.6239897
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2015	-0.6733492
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2015	-1.6862571
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2015	-0.388845
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2015	-1.2973974
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2015	-0.2569051
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2020	0.00021163
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2020	0.00022423
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2020	-7.79E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2020	3.01E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2020	1.38E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2020	1.46E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2020	1.83E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2020	7.89E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2020	1.37E-007
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2020	5.40E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2020	3.19E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2020	1.09E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2020	2.95E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2020	0.00023498
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2020	-1.1215316
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2020	-3.3229335
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2020	-0.0227418
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2020	-2.6714434
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2020	-0.6288922
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2020	-2.3176755
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2020	-0.3532225
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2020	-1.9644362
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2020	-0.0839208
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2025	0.00011362
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2025	0.00012701
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2025	-5.70E-006
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2025	1.91E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2025	0.0000001
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2025	9.73E-008
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2025	9.11E-009
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2025	4.80E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2025	2.65E-008
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2025	3.37E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2025	1.68E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2025	7.62E-010
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2025	2.00E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2025	0.00013269
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2025	-1.0458788
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2025	-2.006483
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2025	-0.0092891
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2025	-1.9865352
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2025	-0.0106377
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2025	-2.8821221
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2025	-0.1637515
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2025	-2.7183983
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2025	-0.061435
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2030	0.00011391
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2030	0.0001461
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2030	-2.10E-005
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2030	2.05E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2030	1.48E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2030	1.07E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2030	2.48E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2030	9.38E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2030	3.30E-008
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2030	3.38E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2030	1.87E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2030	1.40E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2030	3.57E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2030	0.00013665
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2030	-1.0732905
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2030	-2.0124026
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2030	-0.012668
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2030	-1.9908422
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2030	-0.0090569
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2030	-3.0007446
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2030	-0.0005687
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2030	-3.0001911
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2030	-0.2261365
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2035	0.00011039
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2035	0.00014456
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2035	-2.04E-005
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2035	1.99E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2035	1.43E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2035	1.04E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2035	2.42E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2035	9.12E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2035	3.20E-008
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2035	3.27E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2035	1.81E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2035	1.36E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2035	3.47E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2035	0.0001353
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2035	-1.0727186
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2035	-1.9501252
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2035	-0.0122935
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2035	-1.9289904
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2035	-0.0088683
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2035	-3.0281873
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2035	-0.000504
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2035	-3.0276969
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2035	-0.2201453
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2045	0.00010857
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2045	0.00014442
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2045	-1.99E-005
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2045	1.95E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2045	1.40E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2045	1.02E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2045	2.35E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2045	8.90E-009
Electricity (Commercial) [kWh]	SOx [tonne]	WECC-CA	2045	3.12E-008
Electricity (Commercial) [kWh]	CH4 [tonne]	WECC-CA	2045	3.22E-007
Electricity (Commercial) [kWh]	N2O [tonne]	WECC-CA	2045	1.78E-009
Electricity (Commercial) [kWh]	BC [tonne]	WECC-CA	2045	1.33E-009
Electricity (Commercial) [kWh]	POC [tonne]	WECC-CA	2045	3.39E-009
Electricity (Commercial) [kWh]	GHG-100 [tonne]	WECC-CA	2045	0.00013554
Electricity (Commercial) [kWh]	Water Total [gal]	WECC-CA	2045	-1.0765828
Electricity (Commercial) [kWh]	Fossil Fuel [MJ]	WECC-CA	2045	-1.9186283
Electricity (Commercial) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2045	-0.0120195
Electricity (Commercial) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2045	-1.8990783
Electricity (Commercial) [kWh]	Coal Fuel [MJ]	WECC-CA	2045	-0.0075929
Electricity (Commercial) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2045	-3.0387362
Electricity (Commercial) [kWh]	Nuclear [MJ]	WECC-CA	2045	-0.0004233
Electricity (Commercial) [kWh]	Renewable [MJ]	WECC-CA	2045	-3.0383242
Electricity (Commercial) [kWh]	Biomass [MJ]	WECC-CA	2045	-0.2141613
Electricity (Commercial) [kWh]	CO2 Total [tonne]	WECC-CA	2050	0.0001072
Electricity (Commercial) [kWh]	CO2 [tonne]	WECC-CA	2050	0.00014385
Electricity (Commercial) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2050	-1.95E-005
Electricity (Commercial) [kWh]	VOC [tonne]	WECC-CA	2050	1.93E-008
Electricity (Commercial) [kWh]	CO [tonne]	WECC-CA	2050	1.38E-007
Electricity (Commercial) [kWh]	NOx [tonne]	WECC-CA	2050	1.01E-007
Electricity (Commercial) [kWh]	PM10 [tonne]	WECC-CA	2050	2.31E-008
Electricity (Commercial) [kWh]	PM2.5 [tonne]	WECC-CA	2050	8.74E-009
