Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage [kg]
LH2 Station (cryo dispensing)	2005	929441.5643	No	20	0.6	3502241.866	0	503615.3058	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	975913.6426	No	20	1	3505069.773	0	509060.0433	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1024709.325	No	20	0.604336726	3897381.721	0	581851.4622	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1075944.791	No	20	0.6	3986735.046	0	599263.1898	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1129742.03	No	20	1	3990460.484	0	605574.512	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1186229.132	No	20	0.6	4383395.842	0	679269.9435	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1245540.589	No	20	1	4474170.453	0	697645.0682	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1307817.618	No	20	0.718979554	4867737.234	0	772024.0195	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1373208.499	No	20	0.6	5128216.794	0	799586.5594	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1441868.924	No	20	1	5220799.043	0	819079.9398	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1513962.37	No	20	0.6	5615349.046	0	895780.0357	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1589660.489	No	20	1	5709264.027	0	916114.6955	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1669143.513	No	20	0.6	7523159.399	0	1019930.136	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1752600.689	No	20	1	7607022.915	0	1040979.171	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1840230.723	No	20	0.6	7998689.966	0	1119428.732	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	1932242.259	No	20	1	8082600.427	0	1141471.247	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	2028854.372	No	20	1	8474298.959	0	1220963.632	0	0	0	1	0
LH2 Station (cryo dispensing)	2005	2130297.091	No	20	1	8949723.718	0	1312379.022	0	0	0	1	0
LH2 Station (gas dispensing)	2005	18250	No	20	0.6	2827360.549	0	117802.626	0	0	0	1	0
LH2 Station (gas dispensing)	2005	20075	No	20	0.6	2824242.664	0	117956.7103	0	0	0	1	0
LH2 Station (gas dispensing)	2005	22082.5	No	20	0.6	2821466.045	0	118138.2846	0	0	0	1	0
LH2 Station (gas dispensing)	2005	24290.75	No	20	0.6	2819005.525	0	118349.0008	0	0	0	1	0
LH2 Station (gas dispensing)	2005	26719.825	No	20	0.6	2816838.832	0	118590.7765	0	0	0	1	0
LH2 Station (gas dispensing)	2005	29391.8075	No	20	0.6	2814946.38	0	118865.8115	0	0	0	1	0
LH2 Station (gas dispensing)	2005	32330.98825	No	20	0.6	2813311.102	0	119176.6089	0	0	0	1	0
LH2 Station (gas dispensing)	2005	35564.08708	No	20	0.6	2811918.296	0	119525.9969	0	0	0	1	0
LH2 Station (gas dispensing)	2005	39120.49578	No	20	0.6	2810755.5	0	119917.1556	0	0	0	1	0
LH2 Station (gas dispensing)	2005	43032.54536	No	20	0.6	2809812.383	0	120353.6455	0	0	0	1	0
LH2 Station (gas dispensing)	2005	47335.7999	No	20	0.6	2809080.663	0	120839.4399	0	0	0	1	0
LH2 Station (gas dispensing)	2005	52069.37989	No	20	0.6	2808554.038	0	121378.9617	0	0	0	1	0
LH2 Station (gas dispensing)	2005	57276.31788	No	20	0.6	2808228.147	0	121977.1235	0	0	0	1	0
LH2 Station (gas dispensing)	2005	63003.94966	No	20	0.6	2808100.542	0	122639.3727	0	0	0	1	0
LH2 Station (gas dispensing)	2005	69304.34463	No	20	0.6	2808170.688	0	123371.7413	0	0	0	1	0
LH2 Station (gas dispensing)	2005	76234.77909	No	20	0.6	2808439.977	0	124180.9011	0	0	0	1	0
LH2 Station (gas dispensing)	2005	83858.257	No	20	0.6	2892518.345	0	136434.4935	0	0	0	1	0
LH2 Station (gas dispensing)	2005	92244.0827	No	20	0.6	2930707.446	0	139818.9613	0	0	0	1	0
LH2 Station (gas dispensing)	2005	101468.491	No	20	0.6	2931377.196	0	140901.7125	0	0	0	1	0
LH2 Station (gas dispensing)	2005	111615.3401	No	20	0.6	2932292.675	0	142096.0459	0	0	0	1	0
LH2 Station (gas dispensing)	2005	122776.8741	No	20	0.6	2933464.204	0	143412.8558	0	0	0	1	0
LH2 Station (gas dispensing)	2005	135054.5615	No	20	0.6	2934904.861	0	144864.1583	0	0	0	1	0
LH2 Station (gas dispensing)	2005	148560.0176	No	20	0.6	2936630.702	0	146463.2017	0	0	0	1	0
LH2 Station (gas dispensing)	2005	163416.0194	No	20	0.6	3087955.013	0	163577.0255	0	0	0	1	0
LH2 Station (gas dispensing)	2005	179757.6213	No	20	0.6	3090058.467	0	165512.149	0	0	0	1	0
LH2 Station (gas dispensing)	2005	197733.3835	No	20	0.6	3092539.256	0	167643.8741	0	0	0	1	0
LH2 Station (gas dispensing)	2005	217506.7218	No	20	0.6	3095426.508	0	169991.7019	0	0	0	1	0
LH2 Station (gas dispensing)	2005	239257.394	No	20	0.6	3098754.522	0	172577.1251	0	0	0	1	0
LH2 Station (gas dispensing)	2005	263183.1334	No	20	0.6	3186169.986	0	186784.0985	0	0	0	1	0
LH2 Station (gas dispensing)	2005	289501.4467	No	20	0.6	3190506.487	0	189918.1882	0	0	0	1	0
LH2 Station (gas dispensing)	2005	318451.5914	No	20	0.794768439	3195424.877	0	193368.4294	0	0	0	1	0
LH2 Station (gas dispensing)	2005	350296.7505	No	20	0.6	3446880.378	0	217544.5784	0	0	0	1	0
LH2 Station (gas dispensing)	2005	367811.5881	No	20	0.6	3449815.667	0	219631.2281	0	0	0	1	0
LH2 Station (gas dispensing)	2005	386202.1675	No	20	1	3452958.8	0	221823.3402	0	0	0	1	0
LH2 Station (gas dispensing)	2005	405512.2759	No	20	0.6	3763358.77	0	229806.402	0	0	0	1	0
LH2 Station (gas dispensing)	2005	425787.8896	No	20	0.6	3850463.807	0	243584.0875	0	0	0	1	0
LH2 Station (gas dispensing)	2005	447077.2841	No	20	0.6	3854197.086	0	246123.4834	0	0	0	1	0
LH2 Station (gas dispensing)	2005	469431.1483	No	20	0.6	3858178.608	0	248790.9884	0	0	0	1	0
LH2 Station (gas dispensing)	2005	492902.7058	No	20	0.6	3946029.483	0	313011.3744	0	0	0	1	0
LH2 Station (gas dispensing)	2005	517547.841	No	20	0.6	3950552.313	0	315954.7628	0	0	0	1	0
LH2 Station (gas dispensing)	2005	543425.2331	No	20	0.6	3955370.723	0	319046.6053	0	0	0	1	0
LH2 Station (gas dispensing)	2005	570596.4947	No	20	0.6	3960503.189	0	322294.3929	0	0	0	1	0
LH2 Station (gas dispensing)	2005	599126.3195	No	20	0.6	4049576.309	0	337066.2712	0	0	0	1	0
LH2 Station (gas dispensing)	2005	629082.6355	No	20	0.6	4055398.66	0	340649.9874	0	0	0	1	0
LH2 Station (gas dispensing)	2005	660536.7672	No	20	0.6	4145206.944	0	405832.8493	0	0	0	1	0
LH2 Station (gas dispensing)	2005	693563.6056	No	20	0.6	4151813.593	0	409787.3653	0	0	0	1	0
LH2 Station (gas dispensing)	2005	728241.7859	No	20	0.6	4158852.948	0	413941.5011	0	0	0	1	0
LH2 Station (gas dispensing)	2005	764653.8752	No	20	0.6	4249961.747	0	429665.6637	0	0	0	1	0
LH2 Station (gas dispensing)	2005	802886.5689	No	20	0.6	4257959.636	0	434249.9829	0	0	0	1	0
LH2 Station (gas dispensing)	2005	843030.8974	No	20	0.6	4350095.397	0	500484.2763	0	0	0	1	0
LH2 Station (gas dispensing)	2005	885182.4422	No	20	0.6	4359194.647	0	505543.6974	0	0	0	1	0
LH2 Station (gas dispensing)	2005	929441.5643	No	20	0.6	4452512.678	0	522219.267	0	0	0	1	0
LH2 Station (gas dispensing)	2005	975913.6426	No	20	0.6	4462882.189	0	527803.5241	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1024709.325	No	20	0.6	4557566.161	0	595088.8255	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1075944.791	No	20	0.6	4653012.196	0	612613.2683	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1129742.03	No	20	1	4665672.56	0	619089.8865	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1186229.132	No	20	0.6	4762824.232	0	687313.3198	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1245540.589	No	20	1	4860929.815	0	705824.0676	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1307817.618	No	20	0.86442024	4960064.109	0	774756.0178	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1373208.499	No	20	0.6	5534694.591	0	808130.3498	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1441868.924	No	20	1	5635185.738	0	827770.0448	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1513962.37	No	20	0.6	5736887.629	0	899052.4506	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1589660.489	No	20	1	5839893.614	0	919555.2939	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1669143.513	No	20	0.960717867	5944303.322	0	991745.2494	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1752600.689	No	20	1	7462995.997	0	1039338.624	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1840230.723	No	20	0.6	7561020.272	0	1112355.794	0	0	0	1	0
LH2 Station (gas dispensing)	2005	1932242.259	No	20	1	7659795.579	0	1134673.309	0	0	0	1	0
LH2 Station (gas dispensing)	2005	2028854.372	No	20	1	7759360.863	0	1208761.228	0	0	0	1	0
LH2 Station (gas dispensing)	2005	2130297.091	No	20	1	7943363.911	0	1294785.316	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	10000	No	20	0.6	7509750.451	0	392468.2904	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	11000	No	20	0.6	7546148.995	0	396381.7964	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	12100	No	20	0.6	7585425.763	0	400468.4737	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	13310	No	20	0.6	7627810.091	0	404738.7979	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	14641	No	20	0.6	7673549.69	0	409204.003	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	16105.1	No	20	0.6	7722912.124	0	413876.1405	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	17715.61	No	20	0.6	7776186.41	0	418768.1431	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	19487.171	No	20	0.6	7833684.745	0	423893.8942	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	21435.8881	No	20	0.6	7895744.375	0	429268.3016	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	23579.47691	No	20	0.6	7962729.615	0	434907.3785	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	25937.4246	No	20	0.6	8035034.035	0	440828.33	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	28531.16706	No	20	0.6	8113082.816	0	447049.6474	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	31384.28377	No	20	0.6	8197335.303	0	453591.2096	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	34522.71214	No	20	0.6	8288287.769	0	460474.3922	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	37974.98336	No	20	0.6	8386476.393	0	467722.1869	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	41772.48169	No	20	0.6	8492480.486	0	475359.3286	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	45949.72986	No	20	0.6	8606925.983	0	483412.4345	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	50544.70285	No	20	0.6	8730489.209	0	491910.1535	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	55599.17313	No	20	0.6	8863900.964	0	500883.3273	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	61159.09045	No	20	0.6	9007950.925	0	510365.1661	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	67274.99949	No	20	0.6	9163492.423	0	520391.4367	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	74002.49944	No	20	0.6	9331447.594	0	531000.6674	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	81402.74939	No	20	0.6	9512812.965	0	542234.3681	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	89543.02433	No	20	0.6	9708665.48	0	554137.2695	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	98497.32676	No	20	0.6	9920169.032	0	566757.5813	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	108347.0594	No	20	0.6	10148581.52	0	580147.2708	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	119181.7654	No	20	0.6	10395262.47	0	594362.3652	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	131099.9419	No	20	0.6	10661681.33	0	609463.2778	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	144209.9361	No	20	0.6	10949426.36	0	625515.1611	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	158630.9297	No	20	0.6	11260214.33	0	642588.2882	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	174494.0227	No	20	0.6	11595900.97	0	660758.4662	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	191943.425	No	20	0.6	11958492.26	0	680107.4828	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	211137.7675	No	20	0.6	12350156.71	0	700723.5888	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	232251.5442	No	20	0.6	12773238.58	0	722702.0216	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	255476.6986	No	20	0.6	13230272.22	0	746145.57	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	281024.3685	No	20	0.6	13723997.55	0	771165.1863	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	309126.8053	No	20	0.6	14257376.9	0	797880.6476	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	340039.4859	No	20	0.6	14833613.12	0	826421.2725	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	374043.4344	No	20	0.6	15456169.25	0	856926.6955	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	411447.7779	No	20	0.6	16128789.81	0	889547.7056	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	452592.5557	No	20	0.6	16855523.8	0	924447.1538	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	497851.8112	No	20	0.6	17640749.63	0	961800.935	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	547636.9924	No	20	0.6	18489202.13	0	1001799.051	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	602400.6916	No	20	0.6	19406001.7	0	1044646.759	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	662640.7608	No	20	0.6	20396685.96	0	1090565.821	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	728904.8369	No	20	0.6	21467243.99	0	1139795.847	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	801795.3205	No	20	0.6	22624153.35	0	1192595.757	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	881974.8526	No	20	0.6	23874420.23	0	1249245.357	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	970172.3378	No	20	0.6	25225622.89	0	1310047.056	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1115698.189	No	20	0.608541575	27406830.52	0	1407403.866	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1227268.007	No	20	0.62033056	29043435.3	0	1479899.285	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1349994.808	No	20	0.631672992	30812371.93	0	1557797.48	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1484994.289	No	20	0.642563973	32724406.05	0	1641526.67	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1633493.718	No	20	0.653001584	34791184.99	0	1731549.855	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1796843.09	No	20	0.662986662	37025310.57	0	1828367.676	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	1976527.399	No	20	0.672522552	39440417.92	0	1932521.52	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	2174180.138	No	20	0.681614859	42051260.89	0	2044596.87	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	2391598.152	No	20	0.690271181	44873804.52	0	2165226.948	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	2630757.967	No	20	0.698500859	47925325.3	0	2295096.653	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	2893833.764	No	20	0.70631472	51224519.76	0	2434946.829	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	3183217.141	No	20	0.713724836	54791622.16	0	2585578.89	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	3501538.855	No	20	0.720744297	58648531.97	0	2747859.834	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	3851692.74	No	20	0.727386993	62818952.1	0	2922727.67	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	4236862.014	No	20	0.733667417	67328538.65	0	3111197.301	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	4660548.216	No	20	0.739600485	72205063.24	0	3314366.905	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	5126603.037	No	20	0.745201374	77478588.96	0	3533424.844	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	5639263.341	No	20	0.750485377	83181661.06	0	3769657.157	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	6203189.675	No	20	0.755467773	89349513.78	0	4024455.678	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	6823508.643	No	20	0.760163721	96020294.4	0	4299326.838	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	7505859.507	No	20	0.764588166	103235306.3	0	4595901.208	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	8256445.457	No	20	0.768755753	111039272.6	0	4915943.848	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	9082090.003	No	20	0.77268077	119480621.4	0	5261365.516	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	9990299.004	No	20	0.780275704	128611796.5	0	5634234.839	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	10989328.9	No	20	0.779606036	138541061.6	0	6038778.061	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	12088261.79	No	20	0.782900992	149227374.6	0	6473461.986	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	13297087.97	No	20	0.786005053	160788458.9	0	6942884.919	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	14626796.77	No	20	0.78893015	173296476.4	0	7449890.497	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	16089476.45	No	20	0.791687683	186829593.9	0	7997558.304	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	17698424.09	No	20	0.794288514	201472487.6	0	8589223.668	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	19468266.5	No	20	0.796742968	217316890.9	0	9228499.138	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	21415093.15	No	20	0.80134708	234462188.2	0	9919297.784	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	23556602.47	No	20	0.80110505	253071198.2	0	10667986.67	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	25912262.71	No	20	0.803186852	273150884	0	11474923.34	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	28503488.99	No	20	1	294882276.7	0	12347190.35	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	31353837.88	No	20	0.793733968	324762979.5	0	13535468.3	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	34489221.67	No	20	0.794736297	350284804.1	0	14557509.41	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	37938143.84	No	20	0.797417902	377848381.8	0	15660265.78	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	41731958.22	No	20	0.801374712	407685095.8	0	16852794.94	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	45905154.05	No	20	0.802257114	440043779.3	0	18144837.39	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	50495669.45	No	20	0.80578202	475010776	0	19539872.23	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	55545236.4	No	20	0.928694452	512928633.4	0	21051278.24	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	61099760.04	No	20	0.800949074	560399966.4	0	22933839.16	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	67209736.04	No	20	1	604855359.8	0	24703049.69	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	73930709.64	No	20	0.805014815	733092078.6	0	29776857.62	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	81323780.61	No	20	0.806960533	791553459.9	0	32098320.61	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	89456158.67	No	20	0.881155205	854835431.9	0	34609735.35	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	98401774.54	No	20	0.806070026	929727966.4	0	37573218.98	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	113162040.7	No	20	0.848742594	1040597084	0	41967785.1	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	130136346.8	No	20	1	1171654182	0	47151958.83	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	156163616.2	No	20	0.829137248	1459284924	0	58516322.63	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	187396339.4	No	20	1	1697431339	0	67925856.52	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	224875607.3	No	20	0.824668939	2070419778	0	82650316.89	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	269850728.8	No	20	1	2406338512	0	95907439.78	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	323820874.5	No	20	0.9986427	2908952141	0	115727371.5	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	388585049.4	No	20	0.978612337	3489878839	0	138628025.5	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	466302059.3	No	20	1	4171556150	0	165486435	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	559562471.2	No	20	0.932234193	5063370794	0	200620546.1	0	0	0	1	0
LH2 Truck Terminal w/storage	2005	671474965.4	No	20	1	6001436251	0	237556784.7	0	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	10000	No	20	0.6	0	2524018.35	0	100178.3931	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	11000	No	20	0.6	0	2524057.639	0	100186.2285	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	12100	No	20	0.6	0	2524098.436	0	100194.2725	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	13310	No	20	0.6	0	2524140.8	0	100202.5308	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	14641	No	20	0.6	0	2524184.79	0	100211.0094	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	16105.1	No	20	0.6	0	2524230.469	0	100219.7145	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	17715.61	No	20	0.6	0	2524277.902	0	100228.6523	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	19487.171	No	20	0.6	0	2524327.155	0	100237.8293	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	21435.8881	No	20	0.6	0	2524378.301	0	100247.2523	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	23579.47691	No	20	0.6	0	2524431.409	0	100256.928	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	25937.4246	No	20	0.6	0	2524486.557	0	100266.8636	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	28531.16706	No	20	0.6	0	2524543.822	0	100277.0663	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	31384.28377	No	20	0.6	0	2524603.286	0	100287.5437	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	34522.71214	No	20	0.6	0	2524665.033	0	100298.3035	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	37974.98336	No	20	0.6	0	2524729.15	0	100309.3536	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	41772.48169	No	20	0.6	0	2524795.73	0	100320.7022	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	45949.72986	No	20	0.6	0	2524864.865	0	100332.3577	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	50544.70285	No	20	0.6	0	2524936.655	0	100344.3288	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	55599.17313	No	20	0.6	0	2525011.202	0	100356.6245	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	61159.09045	No	20	0.6	0	2525088.61	0	100369.254	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	67274.99949	No	20	0.6	0	2525168.991	0	100382.2266	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	74002.49944	No	20	0.6	0	2525252.457	0	100395.5523	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	81402.74939	No	20	0.6	0	2525339.129	0	100409.241	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	89543.02433	No	20	0.6	0	2525429.128	0	100423.3031	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	98497.32676	No	20	0.6	0	2525522.582	0	100437.7493	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	108347.0594	No	20	0.6	0	2525619.625	0	100452.5906	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	119181.7654	No	20	0.6	0	2525720.393	0	100467.8382	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	131099.9419	No	20	0.6	0	2525825.031	0	100483.5039	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	144209.9361	No	20	0.6	0	2525933.686	0	100499.5996	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	158630.9297	No	20	0.6	0	2526046.512	0	100516.1378	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	174494.0227	No	20	0.6	0	2526163.671	0	100533.1312	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	191943.425	No	20	0.6	0	2526285.327	0	100550.5929	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	211137.7675	No	20	0.6	0	2526411.655	0	100568.5364	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	232251.5442	No	20	0.6	0	2526542.833	0	100586.9758	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	255476.6986	No	20	0.6	0	2526679.047	0	100605.9254	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	281024.3685	No	20	0.6	0	2526820.492	0	100625.4001	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	309126.8053	No	20	0.6	0	2526967.366	0	100645.415	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	340039.4859	No	20	0.6	0	2527119.88	0	100665.986	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	374043.4344	No	20	0.6	0	2527278.25	0	100687.1292	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	411447.7779	No	20	0.6	0	2527442.7	0	100708.8615	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	452592.5557	No	20	0.6	0	2527613.464	0	100731.2	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	497851.8112	No	20	0.6	0	2527790.785	0	100754.1625	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	547636.9924	No	20	0.6	0	2527974.913	0	100777.7673	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	602400.6916	No	20	0.6	0	2528166.112	0	100802.0334	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	662640.7608	No	20	0.6	0	2528364.65	0	100826.9801	0	0	1	0
GH2 1000bar Pipeline (distribution)	2005	728904.8369	No	20	0.6	0	2528570.812	0	100852.6277	0	0	1	0
